Code article;Désignation;Marque;Famille;Uvc;TVA;Prix d'achat;Marge;Prix de vente HT;Emplacement;Compte comptable achat;Compte comptable vente;Code barre;Code barre Fabricant;Stock
43239;Projecteur HALOGENE droit;VALEO (Refs longues);DIVERS;Unitaire;20;0,00 €;0;271.5;;607;707;;;0
43238;Projecteur HALOGENE gauche;VALEO (Refs longues);DIVERS;Unitaire;20;0,00 €;0;254.5;;607;707;;;0
8577AGSMVZ6T;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;566;;607;707;;;-2
AGRAFE ENJOLIVEUR P/B ;AGRAFE ENJOLIVEUR P/B (QTE=12);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;0.67;;607;707;;;0
6554ACDMVW3B;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;781.68;;607;707;;;1
pneus ;4 pneus 165/70/14;DIVERS;DIVERS;;20;0,00 €;100;183.3333;;607;707;;;0
pneus ;4 PNEUS 225/65/16C;DIVERS;DIVERS;;20;0,00 €;100;283.3333;;607;707;;;-1
pneus ;pneus plus paralelisme;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;0
turbo;turbo charger mitsubishi;DIVERS;DIVERS;;20;0,00 €;100;791.6667;;607;707;;;0
2448ACCGNMV1B;Pare-brise clair dégradé vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;249.06;;607;707;;;0
2452AGSV;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;436.12;;607;707;;;0
2452AGSMUV1B;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;603.61;;607;707;;;0
INJECTEURS;4 INJECTEURS REF:0445032886 boche;DIVERS;DIVERS;;20;0,00 €;100;310;;607;707;;;0
triangle;triangle avant gauche ;DIVERS;DIVERS;;20;0,00 €;100;108.3333;;607;707;;;0
triangle;triangle avant droite;DIVERS;DIVERS;;20;0,00 €;100;108.3333;;607;707;;;0
mo;main d'euvre;DIVERS;DIVERS;;20;0,00 €;100;371.6;;607;707;;;0
8E0845099AJNVB;PARE-BRISE V BANDEAU DBL VITRAGE (REGARD No CHASSIS);AUDI;DIVERS;Unitaire;20;0,00 €;0;711.6;;607;707;;;0
7262DGSV1Q;Kit PB Vert + accessoires;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;182.56;;607;707;;;0
1623575180;PARE-BRISE V (LAT&AR TREMPE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;467.11;;607;707;;;-2
8573AGSGYVZ;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;355.6;;607;707;;;0
727126719R;PARE-BRISE V CAPTEUR PLUIE (MOT.ESSENCE ET ETHANOL);RENAULT;DIVERS;Unitaire;20;0,00 €;0;300.08;;607;707;;;0
boit de vitesse ;2 boites de vitesse ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
8589AGNGYMVZ1P;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;428;;607;707;;;-1
6312AGSVWZ;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;296;;607;707;;;0
7290AGAMV1M;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;499.63;;607;707;;;-1
5350AGSGY;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;235.64;;607;707;;;0
gardiennage ;frait de gardiennage de voiture 30 jours DU 27/06 AU 26/07;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
8576ACCGYMVZ1B;Pare-brise clair dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;760.2;;607;707;;;0
1Z0845011BH;PARE-BRISE (CLAIR/INTERMIT (4 VITESS));SKODA;DIVERS;Unitaire;20;0,00 €;0;294;;607;707;;;0
8580AGSGYMVW1B;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;533;;607;707;;;-2
2735ACDMVZ7A;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;1155.73;;607;707;;;0
6552AGSVZ;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;1094.98;;607;707;;;-2
pneus ;2 PNEUS 235/55/17 ;DIVERS;DIVERS;;20;0,00 €;100;125;;607;707;;;0
PARA;UN PARALELLISSME;DIVERS;DIVERS;;20;0,00 €;100;80;;607;707;;;-1
6548AGSVZ;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;456.16;;607;707;;;-1
pneus ;2 pneus 235/50/18;DIVERS;DIVERS;;20;0,00 €;100;266.6667;;607;707;;;0
2739AGSV;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;434.02;;607;707;;;0
3750AGSBLVZ;Pare-brise vert dégradé bleu;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;448.39;;607;707;;;0
train arriere;changement du train arriere;DIVERS;DIVERS;;20;0,00 €;100;650;;607;707;;;0
pneus;2 pneus 195/70/15;DIVERS;DIVERS;;20;0,00 €;100;133.3333;;607;707;;;0
7614AGSMVZ2P;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;256.96;;607;707;;;0
72712MB400;PARE-BRISE V;NISSAN;DIVERS;Unitaire;20;0,00 €;0;420.48;;607;707;;;0
6045ASML;Enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;86.8;;607;707;;;0
6045AGS;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;335.67;;607;707;;;0
8568AGSVZ1H;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;299.08;;607;707;;;0
6564AGNVZ1B;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;372.9;;607;707;;;-1
PN;pneu 175/65/15;DIVERS;DIVERS;;20;0,00 €;100;100;;607;707;;;0
dsq plq;disques et plaquettes avant ferodo;DIVERS;DIVERS;;20;0,00 €;100;75;;607;707;;;0
mo;montage disques et plaquettes avant ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-1
GEO;geometrie reglage avant;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
7281AGSV2P;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;279.17;;607;707;;;0
3731AGN3B;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;388.4;;607;707;;;0
6546ACCMVZ;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;782.62;;607;707;;;0
7281AGSV;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;306.14;;607;707;;;0
primaire decollage de pare-brise;primaire decollage de pare-brise;DIVERS;DIVERS;;20;0,00 €;100;7.87;;607;707;;;0
activateur;activateur de collage de pare-brise;DIVERS;DIVERS;;20;0,00 €;100;7.18;;607;707;;;0
applicateur;applicateur de collage de pare-brise;DIVERS;DIVERS;;20;0,00 €;100;2.87;;607;707;;;0
boite de vitesse ;boite de vitesse ;DIVERS;DIVERS;;20;0,00 €;100;500;;607;707;;;0
2739DGSV;Kit PB Vert + accessoires;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;365.44;;607;707;;;0
7245DCL;Kit PB Clair + accessoires;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;262.38;;607;707;;;0
para;paralellissme utilitaire train avant;DIVERS;DIVERS;;20;0,00 €;100;66.6667;;607;707;;;0
9677891980;LUNETTE V CHAUFFANTE;PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;224.99;;607;707;;;0
3354AGS;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;237.54;;607;707;;;0
8588AGAGYMVZ;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;898.38;;607;707;;;0
Kit enjoliveur pare-brise;Kit enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;75.02;;607;707;;;-4
7251ACDMVW1M;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;585.59;;607;707;;;0
3552AKMH1G;Kit enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;46.14;;607;707;;;0
8577AGSGYVZ;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;523.5;;607;707;;;0
joint pare-brise;joint pare-brise;DIVERS;DIVERS;;20;0,00 €;100;40.09;;607;707;;;0
4 pneus;4 pneus 195/65/16;DIVERS;DIVERS;;20;0,00 €;100;258.3333;;607;707;;;0
3739AGNV1P;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;402.58;;607;707;;;0
7701055542;MOTEUR TOIT OUVRANT;RENAULT;DIVERS;Unitaire;20;0,00 €;0;484.04;;607;707;;;0
7701055544;NECESSAIRE TOIT OUVRANT;RENAULT;DIVERS;Unitaire;20;0,00 €;0;73.33;;607;707;;;0
7701055537;STORE TOIT OUVRANT;RENAULT;DIVERS;Unitaire;20;0,00 €;0;304.06;;607;707;;;0
7701055536;GLACE T/O;RENAULT;DIVERS;Unitaire;20;0,00 €;0;423.92;;607;707;;;0
2723DGN1B;Kit PB Vert + accessoires;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;170.19;;607;707;;;0
2E0845321;JOINT PARE-BRISE;VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;46.73;;607;707;;;-3
2E0845099AN;PARE-BRISE V AVEC BANDEAU CAPTEUR PLUIE (YC EMBASE/ELECTROCHROME);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;578.64;;607;707;;;0
6069AGAMVW6P;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;427;;607;707;;;-2
toit vitre;toit vitré;DIVERS;DIVERS;;20;0,00 €;100;207.97;;607;707;;;0
2725DGSV1B;Kit PB Vert + accessoires;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;185.4;;607;707;;;0
8622AGAVZ;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;397.6;;607;707;;;0
6554AGAMVW1B;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;832.8;;607;707;;;-3
DEF;DEF AVG MASTER 3;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
2736AGSVZ;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;316.91;;607;707;;;0
CMB500681;PARE-BRISE V CAPTEUR PLUIE (YC ENJOLIVEUR SUP);LAND ROVER;DIVERS;Unitaire;20;0,00 €;0;489.81;;607;707;;;0
7237BGSHZ;Lunette AR teintée vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;450.74;;607;707;;;0
8600AGAMVZ1P;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;519.11;;607;707;;;-1
6284AGN;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;191.5;;607;707;;;0
geometrie;geometrie ;DIVERS;DIVERS;;20;0,00 €;100;74.1667;;607;707;;;0
changement de turbo ;changement de turbo;DIVERS;DIVERS;;20;0,00 €;100;250.8333;;607;707;;;0
changement de fap;changement de fap;DIVERS;DIVERS;;20;0,00 €;100;245.8333;;607;707;;;0
naymane;naymane;DIVERS;DIVERS;;20;0,00 €;100;349.1667;;607;707;;;0
programation neymane;programation neymane ;DIVERS;DIVERS;;20;0,00 €;100;316.6667;;607;707;;;0
fofait vidange;forfait vidange ;DIVERS;DIVERS;;20;0,00 €;100;170;;607;707;;;-2
6025304710;ENJOLIVEUR D PARE-BRISE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;76.9;;607;707;;;-1
6025304709;ENJOLIVEUR G PARE-BRISE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;74.82;;607;707;;;0
7243AGNV;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;375.47;;607;707;;;-1
PARA;PARALLELISME ;DIVERS;DIVERS;;20;0,00 €;100;100;;607;707;;;-3
PARA;PARALLELISSME ;DIVERS;DIVERS;;20;0,00 €;100;66.6667;;607;707;;;0
MO;MAIN D'EUVRE;DIVERS;DIVERS;;20;0,00 €;100;33.3333;;607;707;;;0
7261AGSMVZ;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;220.79;;607;707;;;0
forfait vidange;forfait vidange;DIVERS;DIVERS;;20;0,00 €;100;190;;607;707;;;-1
jeux amortisseur ;jeux amortisseurs AV G AV D;DIVERS;DIVERS;;20;0,00 €;100;125;;607;707;;;0
MAIN;main d'euvre;DIVERS;DIVERS;;20;0,00 €;100;60;;607;707;;;0
cilindre bloc ;2 cilindre bloc triangle inferieur AV G 2 AV D TR;DIVERS;DIVERS;;20;0,00 €;100;160;;607;707;;;0
cilindre bloc;cilindre bloc bare stabilisatrice AV G AV D ;DIVERS;DIVERS;;20;0,00 €;100;140;;607;707;;;0
ROTULLE DE DIRECTION ;Rotulle de direction AVD/AVG;DIVERS;DIVERS;;20;0,00 €;100;35;;607;707;;;0
PNEUS;2 PNEUS DYTON 195/75/16C;DIVERS;DIVERS;;20;0,00 €;100;158.3333;;607;707;;;0
GEOMETRIE;Geometrie ;DIVERS;DIVERS;;20;0,00 €;100;70;;607;707;;;0
main d'euvre ;main d'euvre cilindre bloc ;DIVERS;DIVERS;;20;0,00 €;100;160;;607;707;;;0
emb;embreyage et tringlerie ;DIVERS;DIVERS;;20;0,00 €;100;350;;607;707;;;0
moteur;moteur ;DIVERS;DIVERS;;20;0,00 €;100;1500;;607;707;;;0
forfait vidange;forfait vidange;DIVERS;DIVERS;;20;0,00 €;100;130;;607;707;;;0
main d'euvre;main d'euvre;DIVERS;DIVERS;;20;0,00 €;100;500;;607;707;;;0
PASTILLE CAPTEUR DE PLUIE;PASTILLE CAPTEUR;DIVERS;DIVERS;;20;0,00 €;100;40;;607;707;;;0
2732AGAVW;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;429.38;;607;707;;;0
MOTEUR;MOTEUR;DIVERS;DIVERS;;20;0,00 €;100;500;;607;707;;;0
MO;MAIN D'euvre;DIVERS;DIVERS;;20;0,00 €;100;300;;607;707;;;0
vidange;vidange;DIVERS;DIVERS;;20;0,00 €;100;90;;607;707;;;0
kit distribution avec pompe a eau;kit distribution avec pompe a eau;DIVERS;DIVERS;;20;0,00 €;100;130;;607;707;;;-1
depannage;depannage vehicule;DIVERS;DIVERS;;20;0,00 €;100;90;;607;707;;;0
depannage;depannage vehicule;DIVERS;DIVERS;;20;0,00 €;100;110;;607;707;;;0
pneu;4 pneus 185/60/15;DIVERS;DIVERS;;20;0,00 €;100;240;;607;707;;;0
pneu;2 pneus 225/70/15C;DIVERS;DIVERS;;20;0,00 €;100;160;;607;707;;;0
ROUES DE SECOURS;4 ROUES DE SECOURS ;DIVERS;DIVERS;;20;0,00 €;100;240;;607;707;;;0
PNEU;2 PNEUS 185/60/15;DIVERS;DIVERS;;20;0,00 €;100;120;;607;707;;;-2
PNEU;PNEU ARRIERE DROITE 175/70/14;DIVERS;DIVERS;;20;0,00 €;100;60;;607;707;;;0
PNEU;PNEU AVANT GAUCHE 175/70/14;DIVERS;DIVERS;;20;0,00 €;100;60;;607;707;;;0
PARA;PARALLELISME AVANT;DIVERS;DIVERS;;20;0,00 €;100;40;;607;707;;;0
PNEU;PNEU AVANT 175/70/14;DIVERS;DIVERS;;20;0,00 €;100;90;;607;707;;;0
DEPANNAGE;DEPANNAGE VEHICULE ;DIVERS;DIVERS;;20;0,00 €;100;120;;607;707;;;0
CENTRALISATION PORTE;CENTRALISATION PORTE ;DIVERS;DIVERS;;20;0,00 €;100;130;;607;707;;;0
PNEU;3 PNEUS ROUE DE SECOURS;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;0
CARROSSEERIE ;CARROSSERIE LATERALE ARRIERE GAUCHE;DIVERS;DIVERS;;20;0,00 €;100;240;;607;707;;;0
PNEU;2 PNEUS 185/65/15;DIVERS;DIVERS;;20;0,00 €;100;140;;607;707;;;0
EMBRAYAGE ;EMBRAYAGE AVEC MAIN D'EUVRE;DIVERS;DIVERS;;20;0,00 €;100;430;;607;707;;;0
REVISION VIDANGE;REVISION VIDANGE AVEC FILTRE A HUILE;DIVERS;DIVERS;;20;0,00 €;100;110;;607;707;;;-1
PNEU;2 PNEUS 195/65/15 POUR PEUGEOT 307;DIVERS;DIVERS;;20;0,00 €;100;120;;607;707;;;0
PNEU;1 PNEU AVANT GAUCHE 225/40/18 BRIDGESTONE;DIVERS;DIVERS;;20;0,00 €;100;110;;607;707;;;0
PNEU;2 PNEUS 175/65/14;DIVERS;DIVERS;;20;0,00 €;100;120;;607;707;;;0
ROUE DE SECOURS;1 ROUE DE SECOURS;DIVERS;DIVERS;;20;0,00 €;100;60;;607;707;;;0
PNEU;2 PNEUS 245/40/18 ovation;DIVERS;DIVERS;;20;0,00 €;100;290;;607;707;;;0
6554GYPE5PRKW;Vitre de pavillon;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;856.5;;607;707;;;0
5364AGSCMVZ6T;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;353.27;;607;707;;;0
8577AGACMVZ1B;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;458.4;;607;707;;;0
5G0845011AENVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMBASE RETRO);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;550;;607;707;;;-2
PNEUS;2 PNEUS 195/75/16C;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-4
PURGE DE FREINS;PURGE DE FREINS;DIVERS;DIVERS;;20;0,00 €;100;71.6667;;607;707;;;0
jante;1 jante ;DIVERS;DIVERS;;20;0,00 €;100;100;;607;707;;;0
8577AGSVZ;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;429.2;;607;707;;;0
pneus;2 pneus 215/65/16C;DIVERS;DIVERS;;20;0,00 €;100;133.3333;;607;707;;;0
95526341;PARE-BRISE V (PR CLOISON VITRE/GRILLAGE);OPEL;DIVERS;Unitaire;20;0,00 €;0;504.5;;607;707;;;0
pneus;2 pneus 215/60/16;DIVERS;DIVERS;;20;0,00 €;100;133.3333;;607;707;;;0
2734AGS;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;259.46;;607;707;;;0
2739ASMV;Enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;134.22;;607;707;;;0
6553AGSVZ;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;402.5;;607;707;;;-1
6542AGSVZ;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;355.14;;607;707;;;0
72750MB40D;ENJOLIVEUR PARE-BRISE;NISSAN;DIVERS;Unitaire;20;0,00 €;0;99.97;;607;707;;;0
para;parallelissme;DIVERS;DIVERS;;20;0,00 €;100;41.6667;;607;707;;;0
pneus;2 pneus 195 65 15;DIVERS;DIVERS;;20;0,00 €;100;83.3333;;607;707;;;-4
6544AGSMVZ2P;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;761.26;;607;707;;;0
boite de vitesse ;boite de vitesse 20 secu 55;DIVERS;DIVERS;;20;0,00 €;100;500;;607;707;;;0
pneu;2 pneus 175/65/14 DAYTON;DIVERS;DIVERS;;20;0,00 €;100;100;;607;707;;;0
pneu;2 PNEUS 165/70/14;DIVERS;DIVERS;;20;0,00 €;100;100;;607;707;;;0
3AA845011ACNVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMBASE/EQUIP.CAMERA);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;498.4;;607;707;;;0
1K08585489B9;ENJOLIVEUR  RETROVISEUR INT (D);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;6.6;;607;707;;;0
5K0858547A9B9;ENJOLIVEUR  RETROVISEUR INT (G / EQUIP. LIGHT-ASSIST);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;6.72;;607;707;;;0
3AA845011ABNVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMBASE RETRO INT);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;399;;607;707;;;0
para;parallelisme;DIVERS;DIVERS;;20;0,00 €;100;66.6667;;607;707;;;-1
PARALLELISME;PARALLELISME;DIVERS;DIVERS;;20;0,00 €;100;41.6667;;607;707;;;-4
2753AGAIMVZ;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;815.27;;607;707;;;-1
pipe d'eau;pipe d'eau ;DIVERS;DIVERS;;20;0,00 €;100;66.6667;;607;707;;;0
main d'euvre ;main d'euvre ;DIVERS;DIVERS;;20;0,00 €;100;66.6667;;607;707;;;0
biellettes;2 biellettes;DIVERS;DIVERS;;20;0,00 €;100;70;;607;707;;;-1
mo;main d'euvre;DIVERS;DIVERS;;20;0,00 €;100;50;;607;707;;;0
5385AGSCMVZ;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;495.27;;607;707;;;-1
00008120AH;JOINT PARE-BRISE D;CITROEN;DIVERS;Unitaire;20;0,00 €;0;12.41;;607;707;;;0
00008120AG;JOINT PARE-BRISE G;CITROEN;DIVERS;Unitaire;20;0,00 €;0;12.41;;607;707;;;0
1618195180;PARE-BRISE V (PANORAMIQUE/YC CALES);CITROEN;DIVERS;Unitaire;20;0,00 €;0;1095.92;;607;707;;;0
pneus;4 pneus 195/65/15;DIVERS;DIVERS;;20;0,00 €;100;83.3333;;607;707;;;0
FRAIT DE GARDIENNAGE ;FRAIT DE GARDIENNAGE POUR MEGANE EY641VB;DIVERS;DIVERS;;20;0,00 €;100;416.6667;;607;707;;;0
3574AGAVW;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;380.52;;607;707;;;0
pneu;1 pneu 195/60/15;DIVERS;DIVERS;;20;0,00 €;100;50;;607;707;;;0
moteur;1 moteur;DIVERS;DIVERS;;20;0,00 €;100;1250;;607;707;;;0
mo;main d'euvre ;DIVERS;DIVERS;;20;0,00 €;100;450;;607;707;;;0
pneu;2 pneus 215/70/15c;DIVERS;DIVERS;;20;0,00 €;100;125;;607;707;;;0
PNEU;2 PNEUS 215/70/15C;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-2
AMORTISSEUR;2 AMORTISSEURS ;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-1
PLAQUETTE;PLAQUETTES ET DISQUE AVANT;DIVERS;DIVERS;;20;0,00 €;100;125;;607;707;;;0
ROULEMENT;2 ROULEMENTS AVANT;DIVERS;DIVERS;;20;0,00 €;100;208.3333;;607;707;;;0
MO;MAIN D'EUVRE;DIVERS;DIVERS;;20;0,00 €;100;233.3333;;607;707;;;0
pneu;2 pneus 205/55/17;DIVERS;DIVERS;;20;0,00 €;100;116.6667;;607;707;;;0
727128191R;PARE-BRISE V CAPTEUR PLUIE (EQUIP.CAMERA/ACOUSTIQUE);RENAULT;DIVERS;Unitaire;20;0,00 €;0;708.02;;607;707;;;-2
PAIEMENT FRANCHISE ;PAIEMENT DE LA FRANCHISE ;DIVERS;DIVERS;;20;0,00 €;100;83.3333;;607;707;;;0
3750AGSVZ;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;439.6;;607;707;;;0
GEO;GEOMETRIE ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
pneu;2 pneus 205/55/15;DIVERS;DIVERS;;20;0,00 €;100;100;;607;707;;;0
mo;MONTAGE ALTERNATEUR;DIVERS;DIVERS;;20;0,00 €;100;216.6667;;607;707;;;0
moteure;moteur echange standare 9h01;DIVERS;DIVERS;;20;0,00 €;100;2691.6667;;607;707;;;0
boite de vitesse;boite de vitesse;DIVERS;DIVERS;;20;0,00 €;100;1250;;607;707;;;0
mo;main d'euvre;DIVERS;DIVERS;;20;0,00 €;100;500;;607;707;;;0
1537890;ENJOLIVEUR INF PARE-BRISE;FORD (EU);DIVERS;Unitaire;20;0,00 €;0;34.09;;607;707;;;0
1820186;PARE-BRISE V (YC JOINT/INTERMITTENT);FORD (EU);DIVERS;Unitaire;20;0,00 €;0;339.84;;607;707;;;0
geometrie;geometrie;DIVERS;DIVERS;;20;0,00 €;100;58.3333;;607;707;;;0
6326AGSV2P;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;378.5;;607;707;;;0
turbo;changement de turbo ;DIVERS;DIVERS;;20;0,00 €;100;208.3333;;607;707;;;0
plaquettes de freins avant ;plaquettes de freins avant;DIVERS;DIVERS;;20;0,00 €;100;37.5;;607;707;;;0
plaquettes de freint avant ;plaquettes de freint ;DIVERS;DIVERS;;20;0,00 €;100;37.5;;607;707;;;0
vanne EGR;Vanne EGR;DIVERS;DIVERS;;20;0,00 €;100;166.6667;;607;707;;;0
pneus;2 pneus 215/65/16c;DIVERS;DIVERS;;20;0,00 €;100;133.3333;;607;707;;;0
VD;vidange + filtre a huile 10w40;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
6560BGSMA;Lunette AR teintée vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;221.34;;607;707;;;0
6522ASMV;Enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;61.14;;607;707;;;0
6522AGN;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;249.71;;607;707;;;0
Enjoliveur pare-brise;Enjoliveur pare-brise;AGC;DIVERS;Unitaire;20;0,00 €;0;19.06;;607;707;;;0
Pare-brise vert;Pare-brise vert;AGC;DIVERS;Unitaire;20;0,00 €;0;430.77;;607;707;;;0
1616881380;PARE-BRISE V CAPTEUR PLUIE (TOIT TOLE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;363.18;;607;707;;;0
pneu;2 pneus 215/55/16;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
7252DGSV;Kit PB Vert solar + Acc;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;292.46;;607;707;;;0
vidange;vidange ;DIVERS;DIVERS;;20;0,00 €;100;33.3333;;607;707;;;0
amortisseurs;amortisseurs;DIVERS;DIVERS;;20;0,00 €;100;50;;607;707;;;0
collecteur pot d'echapement;collecteur pot d'echapement;DIVERS;DIVERS;;20;0,00 €;100;25;;607;707;;;0
7246AGSGN;Pare-brise vert dégradé vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;154.53;;607;707;;;0
pare brise;Pare-brise ;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;254.22;;607;707;;;0
para;paralelisme;DIVERS;DIVERS;;20;0,00 €;100;41.6667;;607;707;;;0
pare-brise;changement pare-brise ;DIVERS;DIVERS;;20;0,00 €;100;208.3333;;607;707;;;0
PNEU;2 PNEUS 215/55/16;DIVERS;DIVERS;;20;0,00 €;100;100;;607;707;;;0
7260AGSMV1R;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;398.67;;607;707;;;0
8584AGSGYMVW1B;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;513.35;;607;707;;;0
pneu;2 pneus 225/50/17;DIVERS;DIVERS;;20;0,00 €;100;133.3333;;607;707;;;-1
