ProductSubcategoryName,ProductCategoryName,ProductName,ProfitAmount,SaleAmount,SalesQuantity,ArticleKey
PARE-BRISE VERT VOLKSWAGEN POLO VI CAPTEUR DE PLUIE REF 8640AGSMVZ1C,DIVERS,DIVERS,100.0,152.77775000000003,0.0,6289
Pare brise 206 ,DIVERS,DIVERS,100.0,166.66666666666669,0.0,6290
Pare Brise Trafic III,DIVERS,DIVERS,100.0,222.22225,0.0,6291
PARE BRISE PEUGEOT EXPERT + JOINT,DIVERS,DIVERS,100.0,111.11108333333334,0.0,6292
pare brise ford transit + main D' oeuvre,DIVERS,DIVERS,100.0,541.6666666666667,0.0,6293
LUNETTE PLATE N CHAUFFANT BOXE/JUMPER2/DUC 3 06- 3750BGSVFU,DIVERS,DIVERS,100.0,40.0,0.0,6294
LUNETTE ARRIERE GAUCHE VERT CHAUFFANT BOXER/JUMPER 2/D 06-  3750BGSVLW,DIVERS,DIVERS,100.0,40.0,0.0,6295
LUNETTE ARRIERE GAUCHE VERT CHAUFFANT BOXER/JUMPER 2/D 06- 3750BGSVLW,DIVERS,DIVERS,100.0,40.0,0.0,6296
PARE-BRISE V ATHERMIQUE (YC EMBASE/RADIO),VOLKSWAGEN,DIVERS,0.0,383.00000000000006,0.0,6297
PARE-BRISE V CAPTEUR PLUIE,VOLVO,DIVERS,0.0,310.08333333333337,0.0,6298
DEFLECTEUR AVD +MO,DIVERS,DIVERS,100.0,166.66666666666669,0.0,6299
PARE-BRISE V CAPTEUR PLUIE (EQUIP.CLIM BIZONE),JEEP,DIVERS,0.0,567.7083333333334,0.0,6300
1 PNEUS 235/65/18,DIVERS,DIVERS,100.0,76.38891666666667,0.0,6301
PARE-BRISE V CAPTEUR PLUIE (CLIM AUTO/FAB.AFRIQ-SUD),VOLKSWAGEN,DIVERS,0.0,387.5,0.0,6302
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,585.4166666666667,0.0,6303
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE,BMW,DIVERS,0.0,267.9666666666667,0.0,6304
PARE-BRISE V CAPTEUR PLUIE (ESSENCE),TOYOTA,DIVERS,0.0,404.45,0.0,6305
VITRE MOBILE AVG EXPERT,DIVERS,DIVERS,100.0,111.11108333333334,0.0,6306
GLACE MOBILE V PTE AVD,NISSAN,DIVERS,0.0,170.21666666666667,0.0,6307
[2447RGNS4FD] GLACE DESCENDANTE AVANT DROIT,DIVERS,DIVERS,100.0,31.525,0.0,6308
[2724BGNVRU] LUNETTE TEINTE VERT DROITE BERLINGO/PARTNER NON CH ,DIVERS,DIVERS,100.0,27.65833333333333,0.0,6309
[2731RGSH3FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT CITROEN C2 03-08 ,DIVERS,DIVERS,100.0,27.31666666666667,0.0,6310
[2731LGSH3RQ] CUSTODE ARRIERE GAUCHE TEINTE VERT citroen c2,DIVERS,DIVERS,100.0,32.108333333333334,0.0,6311
VITRE MOBILE AVANT DROITE VERT EXPERT/SCUDO 07-16 3752RGSV5FD,DIVERS,DIVERS,100.0,33.26666666666667,0.0,6312
[2740RGSS4RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT CITROEN C508-17 ,DIVERS,DIVERS,100.0,31.833333333333336,0.0,6313
[2741LGSV3FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT BERLINGO/PARTNER 08-18 ,DIVERS,DIVERS,100.0,28.016666666666666,0.0,6314
[2741RGSV3FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT BERLINGO/PARTNER 08-18,DIVERS,DIVERS,100.0,28.016666666666666,0.0,6315
[2745LGSH3RQZ] CUSTODE ARRIERE GAUCHE TEINTE VERT DS3 3P CABR 10- ,DIVERS,DIVERS,100.0,41.325,0.0,6316
[2756LGSV5FD1A] GLACE DESCENDANTE AVANT GAUCHE TVA déductible 13/02/2023 2 TEINTE VERT JUMPY/EXPERT 3 3 16- ,DIVERS,DIVERS,100.0,36.04166666666667,0.0,6317
[3016RGNS4FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT NUBIRA/LACETTI 4 ET 5 PORTES 05-09 ,DIVERS,DIVERS,100.0,62.81666666666666,0.0,6318
[6088RGSS4FD] GLACE DESCENDANTE AVANT DROIT ,DIVERS,DIVERS,100.0,69.35000000000001,0.0,6319
[6290RGSH3FDW] GLACE DESCENDANTE AVANT DROIT ,DIVERS,DIVERS,100.0,31.525,0.0,6320
[6304RGNP4FDW] GLACE DESCENDANTE AVANT DROIT ,DIVERS,DIVERS,100.0,47.233333333333334,0.0,6321
[6540RGSS4FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT PEUGEOT 607 TREMPEE 00-10 ,DIVERS,DIVERS,100.0,30.816666666666666,0.0,6322
[6542RGSE5RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT PEUGEOT 307 BREAK 01-07 ,DIVERS,DIVERS,100.0,24.833333333333336,0.0,6323
[6549LGSH5FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT 107/C1/TOY AYGO 5P 05-14 ,DIVERS,DIVERS,100.0,31.308333333333334,0.0,6324
[6549RGSH3FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT 107/C1/TOY AYGO 3P 05-14 ,DIVERS,DIVERS,100.0,23.108333333333334,0.0,6325
[6549RGSH5RDOW] GL PTE ARRIERE DROIT TEINTE VERT 107/C1 5P 05-14 ,DIVERS,DIVERS,100.0,23.108333333333334,0.0,6326
[6557LGSV3FDW] GLACE DESCENDANTE AVANT GAUCHE TVA déductible TEINTE VERT BIPPER / NEMO/ FIORINO 08- ,DIVERS,DIVERS,100.0,23.333333333333336,0.0,6327
VITRE MOBILE AVANT DROIT VERT BERLINGO/PARTNER 08-18  2741RGSV3FD,DIVERS,DIVERS,100.0,0.0,0.0,6328
PARE BRISE FORD FOCUS CAT DE PLUIE,DIVERS,DIVERS,100.0,308.33333333333337,0.0,6329
[6560LGSM5FD] VITRE MOBILE AVANT GAUCHE VERT PEUGEOT 3008/5008 09-17 ,DIVERS,DIVERS,100.0,31.725,0.0,6330
[6560RGPM5RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT FONCEE PEUGEOT 3008 09-16 ,DIVERS,DIVERS,100.0,42.583333333333336,0.0,6331
[6562LGSS4RD] GLACE DESCENDANTE ARRIERE GAUCHE TEINTE VERT PEUGEOT 508 BERLINE 11-18 ,DIVERS,DIVERS,100.0,42.65833333333333,0.0,6332
[6564LGSH5FD1A] GLACE DESCENDANTE AVANT GAUCHE TVA déductible TEINTÉ VERT 208/2008 5 PORTES HAYON 11- 31.45,DIVERS,DIVERS,100.0,0.0,0.0,6333
[6570RGSE5RQZ] CUSTODE ARRIERE DROIT TEINTE VERT PEUGEOT 308 BREAK 5P 13- ,DIVERS,DIVERS,100.0,41.65,0.0,6334
[7010RCLH5FD] GLACE DESCENDANTE AVANT DROIT CLAIR METRO/100 5P80-98 ,DIVERS,DIVERS,100.0,69.35000000000001,0.0,6335
"[3369LGSV2FDIW] GLACE DESCENDANTE AVANT GAUCHE TVA déductible 13/02/2023 1 32,79 32,79 € ",DIVERS,DIVERS,100.0,27.325,0.0,6336
[3725FCLV2FD] GLACE DESCENDANTE AV CLAIR IVECO DAILY 78-98,DIVERS,DIVERS,100.0,41.325,0.0,6337
[3741LGSV4FDW] VOIR 7247LGSV2FDW ,DIVERS,DIVERS,100.0,39.550000000000004,0.0,6338
[3750BGSVFU] LUNETTE PLATE N CHAUFFANT BOXE/JUMPER2/DUC 3 06-,DIVERS,DIVERS,100.0,57.31666666666667,0.0,6339
[3750LGSV3FDW] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT BOXER 2/JUMPER 2/DUCATO 06-,DIVERS,DIVERS,100.0,29.24166666666667,0.0,6340
[3750LGSV3FDW] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT BOXER 2/JUMPER 2/DUCATO 06-,DIVERS,DIVERS,100.0,29.24166666666667,0.0,6341
[3750LGSV3FDW] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT BOXER 2/JUMPER 2/DUCATO 06-,DIVERS,DIVERS,100.0,29.24166666666667,0.0,6342
[3750RGSV3FDW] GLACE DESCENDANTE AVANT DROIT TEINTE VERT BOXER 2/JUMPER 2/DUC 06- ,DIVERS,DIVERS,100.0,27.31666666666667,0.0,6343
[3752BGSVLU] LUNETTE GAUCHE TEINTE VERT ,DIVERS,DIVERS,100.0,48.34166666666667,0.0,6344
[3771LGSV2FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT IVECO DAILY III 14- ,DIVERS,DIVERS,100.0,27.31666666666667,0.0,6345
[3771LGSV2FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT IVECO DAILY III14- ,DIVERS,DIVERS,100.0,27.31666666666667,0.0,6346
[5351LGSS4FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT W203 BERLINE ET BREAK 00-07,DIVERS,DIVERS,100.0,22.416666666666668,0.0,6347
[5351RGSS4RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT W203 BERLINE 00-07,DIVERS,DIVERS,100.0,17.516666666666666,0.0,6348
[5351RGSS4RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT W203 BERLIN E00-07,DIVERS,DIVERS,100.0,17.516666666666666,0.0,6349
[5351RGSS4RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT W203 BERLINE 00-07,DIVERS,DIVERS,100.0,17.516666666666666,0.0,6350
[5351RGSS4RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT W203 BERLINE00-07,DIVERS,DIVERS,100.0,17.516666666666666,0.0,6351
[5352LGSC2FD1H] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT W203 SPORTCOUPE 00-11,DIVERS,DIVERS,100.0,28.333333333333336,0.0,6352
[5352LGSC2FD1H] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT W203 SPORTCOUPE 00-11 ,DIVERS,DIVERS,100.0,28.333333333333336,0.0,6353
[5352LGSC2FD1H] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT W203 SPORTCOUPE 00-11 ,DIVERS,DIVERS,100.0,28.333333333333336,0.0,6354
[5352LGSC2FD1H] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT W203 SPORTCOUPE 00-11 ,DIVERS,DIVERS,100.0,28.333333333333336,0.0,6355
[5352LGSC2FD1H] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT W203 SPORTCOUPE 00-11 ,DIVERS,DIVERS,100.0,28.333333333333336,0.0,6356
[5352LGSC2FD1H] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT W203 SPORTCOUPE 00-11 ,DIVERS,DIVERS,0.0,28.333333333333336,0.0,6357
[5364LGSS4FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT CLASSE C W204 BERLINE ET BREAK 07-13,DIVERS,DIVERS,100.0,24.513916666666667,0.0,6358
[5429RGNL2FDW] GLACE DESCENDANTE AVANT DROIT TEINTE VERT ACTROS 96-02,DIVERS,DIVERS,100.0,34.325,0.0,6359
[5439LCLV3FD] GLACE DESCENDANTE AVANT GAUCHE CLAIR SPRINTER ET VW CRAFTER 06-18,DIVERS,DIVERS,100.0,29.166666666666668,0.0,6360
[5447LGSV3FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT SPRINTER W910 18- ,DIVERS,DIVERS,100.0,38.05,0.0,6361
[5689LGNR5RDW] GLACE DESCENDANTE ARRIERE GAUCHE TEINTE VERT MITSUBISHI ASX 10- ,DIVERS,DIVERS,100.0,51.45141666666667,0.0,6362
[8603LGSH3FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT VOLKSWAGEN POLO 3P 09-17  ,DIVERS,DIVERS,100.0,27.01666666666667,0.0,6363
[8611LGSS4RD] GLACE DESCENDANTE ARRIERE GAUCHE TEINTE VERT AUDI A6 BERLINE 10-,DIVERS,DIVERS,100.0,34.325,0.0,6364
[8641RGSR5FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT VOLKSWAGEN T-ROC 17- ,DIVERS,DIVERS,0.0,21.650000000000002,0.0,6365
[3750BGSVLW] LUNETTE ARRIERE GAUCHE TEINTE VERT CHAUFFANT BOXER/JUMPER2/D 06-,DIVERS,DIVERS,100.0,111.15275,0.0,6366
[3750BGSVLW] LUNETTE ARRIERE GAUCHE TEINTE VERT CHAUFFANT BOXER/JUMPER2/D 06-,DIVERS,DIVERS,100.0,111.15275,0.0,6367
[5358RGSH5FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT CLASS A W169/W245 04-12 ,DIVERS,DIVERS,100.0,26.618083333333335,0.0,6368
[2746RGSH5RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT CITROEN C4 II 5P 10-18,DIVERS,DIVERS,100.0,15.055583333333335,0.0,6369
[6553RGSV5FD] VOIR 3752RGSV5FD,DIVERS,DIVERS,100.0,0.0,0.0,6370
[6553RGSV5FD] VOIR 3752RGSV5FD,DIVERS,DIVERS,100.0,0.0,0.0,6371
[5447RCLV3FD] GLACE DESCENDANTE AVANT DROIT CLAIR SPRINTER W910 18-,DIVERS,DIVERS,0.0,39.916666666666664,0.0,6372
[3752BGSVRU] LUNETTE DROITE TEINTE VERT JUMPY/EXPERT NON CHAUFFANT 06-16 ,DIVERS,DIVERS,100.0,48.34025,0.0,6373
[7252BGSVRU1J] LUNETTE TEINTE VERT DROIT NON CHAUFFANT TRAFIC 2 SUR 01-14,DIVERS,DIVERS,100.0,58.11808333333333,0.0,6374
[7247RGNV2FDW] VITRE MOBILE AVANT DROITE VERT RENAULT MASTER 97-,DIVERS,DIVERS,100.0,39.57641666666667,0.0,6375
[7252BGSVR] LUNETTE TEINTE VERT DROITE CHAUFFANT TRAFIC 2/VIV 01-14 ,DIVERS,DIVERS,100.0,44.763916666666674,0.0,6376
[7252RGSV2FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT TRAFIC II/VIVARO/PRIMASTAR 01-14 ,DIVERS,DIVERS,100.0,30.0,0.0,6377
[7252BGSVR1J] LUNETTE TEINTE VERT DROITE CHAUFFANT TRAFIC 2 SUREL 01-14,DIVERS,DIVERS,0.0,55.35,0.0,6378
[7296RGSV2FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT TRAFIC III 14,DIVERS,DIVERS,100.0,47.2,0.0,6379
[7252LGSV2FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT TRAFIC II/VIVARO/PRIMASTAR 01-14,DIVERS,DIVERS,0.0,40.16666666666667,0.0,6380
[7268RGSH3RQ] CUSTODE ARRIERE DROIT TEINTE VERT TWINGO II 07-14 ,DIVERS,DIVERS,0.0,29.450000000000003,0.0,6381
[7273LGSH5RD] GLACE DESCENDANTE ARRIERE GAUCHE LAGUNA 3 BERLINE 07-15,DIVERS,DIVERS,100.0,31.52775,0.0,6382
[7274BGSVRU] LUNETTE ARRIERE DROIT TEINTE VERT RENAULT KANGOO II 07- ,DIVERS,DIVERS,100.0,38.94166666666666,0.0,6383
[7274BGSVL] LUNETTE TEINTE VERT ARRIERE GAUCHE CHAUFFANT KANGOO II 07-  ,DIVERS,DIVERS,100.0,31.52775,0.0,6384
[7279RGNH5RDW] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT MEGANE 3 5P 08-15 ,DIVERS,DIVERS,0.0,45.650000000000006,0.0,6385
[7280RGDM5RDW] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT FONCE SCENIC III 09-16 ,DIVERS,DIVERS,100.0,48.34025,0.0,6386
7281RGSV2FD] GLACE DESCENDANTE AVANT DROITE TEINTE VERT MASTER 3/MOVANO 2 09-,DIVERS,DIVERS,0.0,41.333333333333336,0.0,6387
[7290RGSH5RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT RENAULT CLIO 4 ET 5 PORTES 12- ,DIVERS,DIVERS,0.0,49.233333333333334,0.0,6388
[7293LGSR5RD] GLACE DESCENDANTE ARRIERE GAUCHE TEINTE VERT RENAULT CAPTUR 13-,DIVERS,DIVERS,0.0,29.183333333333337,0.0,6389
[7293RGSR5RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT RENAULT CAPTUR 13- ,DIVERS,DIVERS,100.0,25.21666666666667,0.0,6390
[7294RGNL2FD] GLACE DESCENDANTE AVANT DROIT RENAULT CABINE C/K/T 13- ,DIVERS,DIVERS,0.0,65.83333333333334,0.0,6391
[7295LGSH5FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT RENAULT TWINGO 3 14-,DIVERS,DIVERS,0.0,37.75,0.0,6392
[7295RGSH5FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT RENAULT TWINGO 3 14- ,DIVERS,DIVERS,0.0,25.625,0.0,6393
[7296LGSV2FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT TRAFIC III 14- ,DIVERS,DIVERS,0.0,50.75,0.0,6394
[8406LGSM5RDW] GLACE DESCENDANTE ARRIERE GAUCHE TEINTE VERT TOYOTA GRAND PRIUS 12-,DIVERS,DIVERS,100.0,41.325,0.0,6395
[8583RGSV5FD] GLACE DESCENDANTE AVANT DROIT TEINTE VERT VOLKSWAGEN GOLF PLUS 05-14,DIVERS,DIVERS,0.0,20.833333333333336,0.0,6396
[7242LGNL2FDW] VITRE MOBILE AVANT GAUCHE VERT RENAULT PREMIUM 96-14,DIVERS,DIVERS,100.0,42.56666666666667,0.0,6397
[7243LGNV5FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT RENAULT ESPACE III 97-02,DIVERS,DIVERS,0.0,29.416666666666664,0.0,6398
[7246LGSV3FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT RENAULT KANGOO 97-07 ,DIVERS,DIVERS,0.0,25.791666666666668,0.0,6399
[7247BGNVL] LUNETTE TEINTE VERT GAUCHE MASTER 2 CHAUFFANT 98-09 ,DIVERS,DIVERS,100.0,51.38333333333333,0.0,6400
[7252BGSVLU1J] LUNETTE TEINTE VERT GCHE NON CHAUFFANT TRAFIC 2 SUREL 01-14,DIVERS,DIVERS,100.0,58.11666666666667,0.0,6401
[7252BGSVRU] LUNETTE TEINTE VERT DROITE NON CHAUFFANT TRAFIC 2/VIV 01-14 ,DIVERS,DIVERS,100.0,48.34166666666667,0.0,6402
[7260RGSH3RQ] CUSTODE ARRIERE DROIT TEINTE VERT MEGANE II 3 PORTES 02-08 ,DIVERS,DIVERS,100.0,52.541666666666664,0.0,6403
[7262LGSH3FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT CLIO III 3 PORTES 05-14 ,DIVERS,DIVERS,100.0,33.625,0.0,6404
[7262LGSH5FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT CLIO III 5 PORTES ET BREAK 05-14,DIVERS,DIVERS,100.0,26.84166666666667,0.0,6405
[7262RGSH3RQ] CUSTODE ARRIERE DROIT TEINTE VERT CLIO III 3P 05-14,DIVERS,DIVERS,100.0,34.95,0.0,6406
[7263LGSV5FD] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT RENAULT MODUS 04- ,DIVERS,DIVERS,100.0,27.31666666666667,0.0,6407
[7268LGSH3FDW] GLACE DESCENDANTE AVANT GAUCHE TEINTE VERT TWINGO II 07-14,DIVERS,DIVERS,100.0,45.575,0.0,6408
[7268LGSH3RQ] CUSTODE ARRIERE GAUCHE TEINTE VERT TWINGO II 07-14 ,DIVERS,DIVERS,100.0,29.450000000000003,0.0,6409
[7268RGSH3FDW] GLACE DESCENDANTE AVANT DROIT TEINTE VERT TWINGO II 07-14 ,DIVERS,DIVERS,100.0,37.95,0.0,6410
JOINT PARE-BRISE INF (JT DE FINITION),DACIA,DIVERS,0.0,10.991666666666667,1.0,6411
PARE-BRISE V ATHERMIQUE DEGRADE,MERCEDES,DIVERS,0.0,229.73333333333335,1.0,6412
PARE-BRISE V DEGRADE CAPTEUR PLUIE,CHEVROLET (EU),DIVERS,0.0,569.8083333333334,0.0,6413
GLACE FIXE BL PTE ARD,MERCEDES,DIVERS,0.0,199.75,0.0,6414
2 PNEUS 205/45/16,DIVERS,DIVERS,100.0,194.44441666666668,0.0,6415
GLACE FIXE V CUSTODE D (YC ENJ.ARGENT/SURTEINTEE),VOLVO,DIVERS,0.0,196.54166666666666,0.0,6416
PARE-BRISE V CAPTEUR PLUIE (ACOUSTIQUE),MERCEDES,DIVERS,0.0,243.47500000000002,0.0,6417
GLACE FIXE V PTE ARD (YC CADRE/SURTEINTEE),DIVERS,DIVERS,100.0,88.65833333333333,0.0,6418
REMPLACER : GLACE FIXE V PTE ARD YC CADRE,DIVERS,DIVERS,100.0,74.16666666666667,0.0,6419
PARE-BRISE V CAPTEUR PLUIE (YC JT+EMBASE/ACOUSTIQUE),PEUGEOT,DIVERS,0.0,461.00000000000006,2.0,6420
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (TETE HAUTE/LIMIT.VITESS),BMW,DIVERS,0.0,748.275,0.0,6421
GLACE FIXE V PTE AVD,PEUGEOT,DIVERS,0.0,128.45833333333334,0.0,6422
PARE-BRISE (CLAIR/SANS RETRO),FORD (EU),DIVERS,0.0,271.6166666666667,0.0,6423
TOIT PEUGEOT 208 ,DIVERS,DIVERS,100.0,533.3333333333334,0.0,6424
JOINT PARE BRISE CANTER,DIVERS,DIVERS,100.0,26.666666666666668,0.0,6425
REMPLACER PARE BRISE VERT CANTER,DIVERS,DIVERS,100.0,74.16666666666667,0.0,6426
Lunette AR teintée vert,PILKINGTON (EUROCODE),DIVERS,0.0,541.6250000000001,0.0,6427
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,18.325,0.0,6428
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,335.1166666666667,0.0,6429
6 PNEUS 225/65/16C,DIVERS,DIVERS,100.0,833.3333333333334,1.0,6430
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,653.825,0.0,6431
REP PNEU ,DIVERS,DIVERS,100.0,13.888916666666667,0.0,6432
JOINT PARE-BRISE,SMART,DIVERS,0.0,20.941666666666666,0.0,6433
PARE-BRISE V ATHERMIQUE,SMART,DIVERS,0.0,204.5,0.0,6434
1 PNEU 205/75/16C,DIVERS,DIVERS,100.0,62.5,0.0,6435
vidange effectue le 16/02/2023,DIVERS,DIVERS,100.0,0.0,0.0,6436
RETROVISEUR AVD RENAULT MASTER  GE-502-RA,DIVERS,DIVERS,100.0,118.05558333333333,0.0,6437
PLAQUETTE + DISQUE AR  CRAFTER  FA-527-HL,DIVERS,DIVERS,100.0,316.6666666666667,0.0,6438
2 PNEUS 195/55/16 MICHLIN,DIVERS,DIVERS,100.0,159.72225,0.0,6439
PARE-BRISE V ATHERMIQUE (+JT/INTERMIT/INFRAROUGE),FORD (EU),DIVERS,0.0,583.325,1.0,6440
PARE-BRISE T (+JTSUP/VERT/ESSENC1.0/1.3),TOYOTA,DIVERS,0.0,294.0833333333333,0.0,6441
PARE-BRISE V CAPTEUR PLUIE (TET.HAUTE/UV/ELECTROCHR),TOYOTA,DIVERS,0.0,826.5166666666668,0.0,6442
PARE-BRISE V ATHERMIQ CHAUFFAN-CAPT/PLUIE (+EMBASE/CAMERA/J-N AUTO),SKODA,DIVERS,0.0,497.3333333333333,0.0,6443
PARE-BRISE V CAPTEUR PLUIE,SMART,DIVERS,0.0,212.61666666666667,0.0,6444
1 PNEUS MICHELIN 255/55/16,DIVERS,DIVERS,100.0,76.38891666666667,0.0,6445
PARE-BRISE (CLAIR),MERCEDES,DIVERS,0.0,195.175,1.0,6446
PARE-BRISE V (+JT+EMB/INTERMIT.2 VITESS),PEUGEOT,DIVERS,0.0,294.9166666666667,0.0,6447
PARE-BRISE V (+JT SUP/ESSENCE/ELECTROCH),TOYOTA,DIVERS,0.0,294.0833333333333,0.0,6448
1 PARE BRISE MERCEDES SPRINTER CAPT PLUIE,DIVERS,DIVERS,100.0,202.08333333333334,0.0,6449
PARE BRISE CAPTEUR CAM + MO,DIVERS,DIVERS,100.0,333.33333333333337,0.0,6450
Glace de porte AVD verte,DIVERS,DIVERS,0.0,134.83333333333334,0.0,6451
VITRE AVD MITSUBISHI CANTER 5681RGNV2FD,DIVERS,DIVERS,100.0,41.66666666666667,0.0,6452
DEFLECTEUR AVANT GAUCHE VERT SPRINTER ET VW CRAFTER 06-18  5439LGSV3FD,DIVERS,DIVERS,100.0,35.0,0.0,6453
VITRE MOBILE ARRIERE DROIT VERT RENAULT SCENIC II 03-09  7257RGSV5RD,DIVERS,DIVERS,100.0,33.333333333333336,0.0,6454
VITRE MOBILE AVANT GAUCHE VERT ISUZU D MAX DB CAB 03-12  6304LGNP4FDW,DIVERS,DIVERS,100.0,43.333333333333336,0.0,6455
CUSTODE ARRIÈRE GAUCHE PRIVACY (NOIR) PEUGEOT 308 BREAK 5 PORTES HAYON 13- 6570LYPE5RQZ,DIVERS,DIVERS,100.0,41.66666666666667,0.0,6456
VITRE MOBILE AVANT DROITE VERT RENAULT PREMIUM 96- 7242RGNL2FDW,DIVERS,DIVERS,100.0,50.0,0.0,6457
CUSTODE ARRIERE DROIT VERT CITROEN C2 03-08  2731RGSH3RQ,DIVERS,DIVERS,100.0,29.166666666666668,0.0,6458
VITRE MOBILE ARRIERE DROIT VERT BMW X6 II F16 14-  2478RGSR5RD,DIVERS,DIVERS,100.0,37.5,0.0,6459
VITRE MOBILE AVANT DROIT VERT FORD TRANSIT III 01-14   3739RGNV2FD,DIVERS,DIVERS,100.0,25.0,0.0,6460
VITRE MOBILE AVANT GAUCHE VERT VOLKSWAGEN GOLF V 3P 03-08  8568LGSH3FD,DIVERS,DIVERS,100.0,23.333333333333336,0.0,6461
  CUSTODE ARRIERE DROIT VERT MERCEDES CLASS A W169 3P 04-12  5358RGSH3RQZ,DIVERS,DIVERS,100.0,75.0,0.0,6462
VITRE MOBILE ARRIERE DROIT VERT C4 PICASSO 1 7 PL 06-13  2735RGSM5RDW1J,DIVERS,DIVERS,100.0,20.833333333333336,0.0,6463
VITRE MOBILE AVANT DROIT VERT SPRINTER PETIT ET GRAND MODELE95-06  5426RGNV2FD,DIVERS,DIVERS,100.0,23.333333333333336,0.0,6464
VITRE MOBILE ARRIERE GAUCHE VERT C3 PICASSO 09-  2742LGSM5RD,DIVERS,DIVERS,100.0,29.166666666666668,0.0,6465
GL PTE ARRIERE GAUCHE VERT 107/C15P 05-14  6549LGSH5RDOW,DIVERS,DIVERS,100.0,23.333333333333336,0.0,6466
CUSTODE OUVRANT(E) ARRIERE DROIT VERT CITROEN SAXO 3P 96-03 2723RGNH3RQ,DIVERS,DIVERS,100.0,20.833333333333336,0.0,6467
LUNETTE VERT ARRIERE GAUCHE HYUNDAI SATEL/H200 98-0 4116BGNL2FD,DIVERS,DIVERS,100.0,91.66666666666667,0.0,6468
VITRE MOBILE AVANT DROIT VERT MAN TG TS MODELES   4911RGNL2FD,DIVERS,DIVERS,100.0,50.0,0.0,6469
VITRE MOBILE AVANT GAUCHE VERT C1 II / 108 / AYGO II 3P 14  2754LGSH3FD,DIVERS,DIVERS,100.0,16.666666666666668,0.0,6470
PARE-BRISE VERT FORD TRANSIT CHAUFFANT EMBASE RETRO 00-14,DIVERS,DIVERS,100.0,183.33333333333334,0.0,6471
PARE-BRISE VERT ACOUSTIQUE RENAULT TALISMAN CAPTEUR DE PLUIE 15- 7301AGAMVZ,DIVERS,DIVERS,100.0,157.5,0.0,6472
LUNETTE VERT FONCEE PACEMAN ANTENNE INTEGREE 12-  2462BGDHAI1J,DIVERS,DIVERS,100.0,91.66666666666667,0.0,6473
